Date,Customer_Name,Email,Product_Category,Price,Quantity,Total_Amount,Status
2024-11-25,Ali Hassan,m.zaki@mail.com,Groceries,791.0,1,791.0,Shipped
2024-02-19,Zainab Tarek,test.a@web.net,Electronics,2760.0,8,22080.0,Shipped
2024-07-20,Marwan Khaled,yomna.dev@email.com,Office Supplies,4328.0,9,38952.0,Pending
2024-06-01,Marwan Khaled,test.a@web.net,Clothing,4162.0,10,41620.0,Completed
2024-01-01,Layla Mohamed,m.zaki@mail.com,Clothing,2689.0,9,24201.0,Cancelled
2024-10-05,Zainab Tarek,test.a@web.net,Home Decor,1695.0,4,6780.0,Completed
2024-04-08,Mona Zaki,m.zaki@mail.com,Home Decor,3526.0,6,21156.0,Pending
2024-11-13,Marwan Khaled,admin@tech.io,Home Decor,2936.0,3,8808.0,Completed
2024-11-04,Ahmed Ali,admin@tech.io,Electronics,715.0,6,4290.0,Refunded
2024-01-07,Huda Mansour,yomna.dev@email.com,Groceries,3417.0,2,6834.0,Shipped
2024-04-18,Omar Farouk,sales@hub.com,Office Supplies,2697.0,2,5394.0,Refunded
2024-02-05,Ali Hassan,yomna.dev@email.com,Groceries,2138.0,10,21380.0,Refunded
2024-05-04,Layla Mohamed,contact@service.org,Home Decor,2280.0,1,2280.0,Shipped
2024-06-28,Mona Zaki,,Clothing,4131.0,9,37179.0,Completed
2024-12-23,Mona Zaki,contact@service.org,Office Supplies,2303.0,6,13818.0,Shipped
2024-12-07,Mona Zaki,m.zaki@mail.com,Books,1072.0,10,10720.0,Completed
2024-07-03,Huda Mansour,user1@mail.com,Books,3280.0,9,29520.0,Completed
2024-12-07,Huda Mansour,yomna.dev@email.com,Electronics,3423.0,7,23961.0,Completed
2024-12-27,Ali Hassan,m.zaki@mail.com,Home Decor,2393.0,3,7179.0,Cancelled
2024-04-02,Ali Hassan,m.zaki@mail.com,Groceries,3139.0,4,12556.0,Completed
2024-11-21,Huda Mansour,sales@hub.com,Groceries,1239.0,2,2478.0,Pending
2024-09-07,Layla Mohamed,admin@tech.io,Electronics,574.0,2,1148.0,Shipped
2024-05-07,Omar Farouk,m.zaki@mail.com,Groceries,1840.0,6,11040.0,Completed
2024-02-16,Omar Farouk,test.a@web.net,Home Decor,4635.0,1,4635.0,Shipped
2024-10-09,Ali Hassan,info@market.eg,Groceries,769.0,3,2307.0,Refunded
2024-11-13,Ahmed Ali,user1@mail.com,Groceries,695.0,10,6950.0,Cancelled
2024-01-06,Zainab Tarek,admin@tech.io,Electronics,778.0,3,2334.0,Refunded
2024-12-26,Ali Hassan,admin@tech.io,Home Decor,593.0,6,3558.0,Shipped
2024-05-19,Mona Zaki,yomna.dev@email.com,Clothing,874.0,8,6992.0,Pending
2024-09-08,Mona Zaki,m.zaki@mail.com,Books,4377.0,4,17508.0,Pending
2024-01-03,Layla Mohamed,yomna.dev@email.com,Electronics,1532.0,3,4596.0,Shipped
2024-05-13,Layla Mohamed,test.a@web.net,Office Supplies,624.0,10,6240.0,Cancelled
2024-12-26,Huda Mansour,info@market.eg,Electronics,2623.0,2,5246.0,Cancelled
2024-01-11,Sara Ahmed,admin@tech.io,Electronics,2068.0,5,10340.0,Refunded
2024-11-23,Ali Hassan,user1@mail.com,Electronics,3434.0,1,3434.0,Shipped
2024-04-25,Zainab Tarek,m.zaki@mail.com,Groceries,128.0,7,896.0,Shipped
2024-11-21,Yomna Soror,admin@tech.io,Home Decor,234.0,8,1872.0,Completed
2024-05-21,Yomna Soror,yomna.dev@email.com,Clothing,927.0,6,5562.0,Completed
2024-06-07,Zainab Tarek,m.zaki@mail.com,Clothing,4147.0,9,37323.0,Pending
2024-03-20,Zainab Tarek,yomna.dev@email.com,Electronics,3900.0,6,23400.0,Refunded
2024-07-23,Ali Hassan,info@market.eg,Office Supplies,2562.0,4,10248.0,Shipped
2024-10-02,Zainab Tarek,yomna.dev@email.com,Office Supplies,2043.0,10,20430.0,Pending
2024-05-26,Ahmed Ali,m.zaki@mail.com,Books,1634.0,6,9804.0,Refunded
2024-03-25,Yomna Soror,user1@mail.com,Electronics,4026.0,9,36234.0,Refunded
2024-09-06,Layla Mohamed,admin@tech.io,Groceries,625.0,3,1875.0,Shipped
2024-12-06,Layla Mohamed,m.zaki@mail.com,Clothing,2851.0,4,11404.0,Shipped
2024-01-01,Omar Farouk,m.zaki@mail.com,Electronics,3443.0,1,3443.0,Pending
2024-05-12,Zainab Tarek,yomna.dev@email.com,Groceries,4242.0,4,16968.0,Shipped
2024-02-05,Mona Zaki,contact@service.org,Home Decor,86.0,9,774.0,Completed
2024-08-13,Sara Ahmed,test.a@web.net,Clothing,2977.0,2,5954.0,Refunded
2024-12-03,Huda Mansour,admin@tech.io,Clothing,1798.0,3,5394.0,Cancelled
2024-09-10,Ahmed Ali,yomna.dev@email.com,Office Supplies,4625.0,10,46250.0,Cancelled
2024-12-22,Mona Zaki,sales@hub.com,Electronics,4655.0,10,46550.0,Cancelled
2024-08-12,Zainab Tarek,sales@hub.com,Groceries,4449.0,6,26694.0,Shipped
2024-01-20,Layla Mohamed,admin@tech.io,Home Decor,3352.0,3,10056.0,Cancelled
2024-03-06,Yomna Soror,m.zaki@mail.com,Groceries,348.0,2,696.0,Refunded
2024-11-11,Layla Mohamed,yomna.dev@email.com,Electronics,2379.0,10,23790.0,Cancelled
2024-04-17,Mona Zaki,info@market.eg,Electronics,992.0,2,1984.0,Cancelled
2024-02-17,Huda Mansour,sales@hub.com,Groceries,4883.0,2,9766.0,Shipped
2024-02-05,Marwan Khaled,contact@service.org,Office Supplies,3352.0,8,26816.0,Cancelled
2024-11-24,Omar Farouk,user1@mail.com,Office Supplies,3226.0,8,25808.0,Shipped
2024-08-19,Yomna Soror,sales@hub.com,Books,4897.0,3,14691.0,Completed
2024-05-20,Huda Mansour,sales@hub.com,Groceries,2848.0,10,28480.0,Refunded
2024-04-05,Mona Zaki,admin@tech.io,Office Supplies,3020.0,1,3020.0,Refunded
2024-05-12,Ahmed Ali,test.a@web.net,Electronics,3061.0,4,12244.0,Refunded
2024-01-28,Omar Farouk,contact@service.org,Books,1690.0,5,8450.0,Cancelled
2024-10-10,Ahmed Ali,user1@mail.com,Home Decor,3353.0,9,30177.0,Shipped
2024-12-14,Zainab Tarek,info@market.eg,Home Decor,1741.0,8,13928.0,Completed
2024-11-14,Sara Ahmed,m.zaki@mail.com,Books,4249.0,9,38241.0,Shipped
2024-01-03,Ali Hassan,contact@service.org,Home Decor,1900.0,2,3800.0,Shipped
2024-04-20,Zainab Tarek,test.a@web.net,Home Decor,4336.0,7,30352.0,Completed
2024-12-14,Yomna Soror,info@market.eg,Home Decor,749.0,7,5243.0,Shipped
2024-10-02,Ali Hassan,admin@tech.io,Home Decor,165.0,9,1485.0,Pending
2024-08-06,Zainab Tarek,m.zaki@mail.com,Electronics,3621.0,1,3621.0,Pending
2024-06-23,Marwan Khaled,admin@tech.io,Office Supplies,131.0,1,131.0,Shipped
2024-12-06,Ahmed Ali,info@market.eg,Office Supplies,750.0,2,1500.0,Pending
2024-08-23,Sara Ahmed,sales@hub.com,Electronics,4502.0,7,31514.0,Shipped
2024-04-27,Mona Zaki,sales@hub.com,Groceries,1736.0,8,13888.0,Refunded
2024-04-07,Zainab Tarek,contact@service.org,Groceries,649.0,5,3245.0,Shipped
2024-01-07,Ali Hassan,admin@tech.io,Office Supplies,4024.0,1,4024.0,Shipped
2024-10-03,Yomna Soror,m.zaki@mail.com,Electronics,2030.0,6,12180.0,Completed
2024-04-04,Marwan Khaled,contact@service.org,Groceries,3612.0,2,7224.0,Pending
2024-10-18,Ali Hassan,sales@hub.com,Electronics,914.0,2,1828.0,Completed
2024-03-17,Mona Zaki,test.a@web.net,Clothing,2681.0,8,21448.0,Refunded
2024-08-26,Zainab Tarek,m.zaki@mail.com,Groceries,3486.0,1,3486.0,Refunded
2024-10-03,Yomna Soror,sales@hub.com,Home Decor,4749.0,10,47490.0,Completed
2024-07-20,Sara Ahmed,contact@service.org,Clothing,3459.0,6,20754.0,Shipped
2024-01-14,Omar Farouk,test.a@web.net,Groceries,1971.0,2,3942.0,Pending
2024-01-05,Zainab Tarek,admin@tech.io,Clothing,1812.0,1,1812.0,Cancelled
2024-05-16,Ali Hassan,sales@hub.com,Groceries,535.0,9,4815.0,Pending
2024-12-07,Yomna Soror,m.zaki@mail.com,Office Supplies,1194.0,1,1194.0,Refunded
2024-09-27,Ali Hassan,contact@service.org,Office Supplies,3831.0,8,30648.0,Completed
2024-02-01,Mona Zaki,sales@hub.com,Home Decor,3334.0,4,13336.0,Refunded
2024-02-28,Mona Zaki,user1@mail.com,Groceries,763.0,7,5341.0,Shipped
2024-02-02,Ali Hassan,sales@hub.com,Books,1124.0,2,2248.0,Completed
2024-04-08,Yomna Soror,contact@service.org,Groceries,1307.0,3,3921.0,Pending
2024-04-24,Zainab Tarek,admin@tech.io,Clothing,4150.0,1,4150.0,Pending
2024-02-09,Omar Farouk,sales@hub.com,Books,2514.0,7,17598.0,Shipped
2024-12-08,Marwan Khaled,yomna.dev@email.com,Groceries,4166.0,3,12498.0,Shipped
2024-07-09,Huda Mansour,sales@hub.com,Groceries,3943.0,6,23658.0,Refunded
2024-07-06,Yomna Soror,m.zaki@mail.com,Clothing,2280.0,6,13680.0,Refunded
2024-08-28,Ali Hassan,sales@hub.com,Home Decor,4509.0,10,45090.0,Completed
2024-06-05,Huda Mansour,m.zaki@mail.com,Clothing,141.0,9,1269.0,Refunded
2024-01-19,Mona Zaki,m.zaki@mail.com,Electronics,494.0,9,4446.0,Refunded
2024-04-07,Sara Ahmed,yomna.dev@email.com,Books,1547.0,2,3094.0,Refunded
2024-07-09,Huda Mansour,user1@mail.com,Home Decor,3906.0,9,35154.0,Refunded
2024-03-23,Huda Mansour,admin@tech.io,Office Supplies,2214.0,6,13284.0,Cancelled
2024-04-24,Ahmed Ali,sales@hub.com,Groceries,2738.0,5,13690.0,Completed
2024-03-21,Zainab Tarek,user1@mail.com,Books,2975.0,10,29750.0,Shipped
2024-05-06,Layla Mohamed,yomna.dev@email.com,Clothing,4897.0,6,29382.0,Refunded
2024-02-15,Omar Farouk,user1@mail.com,Clothing,3811.0,10,38110.0,Pending
2024-05-25,Ahmed Ali,sales@hub.com,Books,1065.0,1,1065.0,Completed
2024-03-04,Zainab Tarek,test.a@web.net,Groceries,4850.0,10,48500.0,Completed
2024-08-05,Huda Mansour,m.zaki@mail.com,Groceries,977.0,6,5862.0,Cancelled
2024-09-19,Sara Ahmed,sales@hub.com,Books,2454.0,2,4908.0,Pending
2024-09-01,Huda Mansour,test.a@web.net,Books,3168.0,1,3168.0,Completed
2024-10-06,Huda Mansour,yomna.dev@email.com,Clothing,1304.0,6,7824.0,Cancelled
2024-05-07,Yomna Soror,admin@tech.io,Clothing,1217.0,10,12170.0,Refunded
2024-09-17,Huda Mansour,contact@service.org,Office Supplies,2181.0,3,6543.0,Completed
2024-09-25,Zainab Tarek,user1@mail.com,Electronics,1845.0,9,16605.0,Completed
2024-06-07,Huda Mansour,admin@tech.io,Clothing,3861.0,3,11583.0,Completed
2024-12-25,Layla Mohamed,yomna.dev@email.com,Electronics,4048.0,2,8096.0,Refunded
2024-11-02,Huda Mansour,test.a@web.net,Groceries,1835.0,1,1835.0,Pending
2024-08-22,Ahmed Ali,m.zaki@mail.com,Home Decor,4771.0,6,28626.0,Cancelled
2024-03-10,Layla Mohamed,contact@service.org,Groceries,903.0,1,903.0,Cancelled
2024-05-25,Layla Mohamed,sales@hub.com,Clothing,2550.0,9,22950.0,Completed
2024-03-25,Huda Mansour,m.zaki@mail.com,Groceries,3076.0,6,18456.0,Completed
2024-05-03,Yomna Soror,user1@mail.com,Electronics,893.0,7,6251.0,Pending
2024-03-17,Zainab Tarek,,Books,1621.0,8,12968.0,Shipped
2024-01-10,Sara Ahmed,yomna.dev@email.com,Groceries,4619.0,10,46190.0,Cancelled
2024-12-06,Layla Mohamed,test.a@web.net,Groceries,3634.0,8,29072.0,Pending
2024-05-25,Ali Hassan,m.zaki@mail.com,Books,1478.0,1,1478.0,Shipped
2024-07-28,Mona Zaki,info@market.eg,Electronics,2521.0,2,5042.0,Cancelled
2024-12-21,Sara Ahmed,yomna.dev@email.com,Electronics,602.0,6,3612.0,Cancelled
2024-03-14,Ali Hassan,contact@service.org,Clothing,375.0,9,3375.0,Pending
2024-08-12,Zainab Tarek,test.a@web.net,Electronics,4724.0,3,14172.0,Refunded
2024-09-03,Layla Mohamed,admin@tech.io,Office Supplies,1940.0,2,3880.0,Completed
2024-01-06,Mona Zaki,sales@hub.com,Electronics,3326.0,7,23282.0,Completed
2024-03-09,Yomna Soror,admin@tech.io,Home Decor,2365.0,8,18920.0,Shipped
2024-04-26,Zainab Tarek,sales@hub.com,Clothing,1449.0,2,2898.0,Cancelled
2024-03-02,Huda Mansour,contact@service.org,Groceries,2277.0,6,13662.0,Shipped
2024-03-01,Marwan Khaled,m.zaki@mail.com,Home Decor,2267.0,7,15869.0,Completed
2024-01-05,Omar Farouk,user1@mail.com,Electronics,367.0,9,3303.0,Shipped
2024-04-27,Omar Farouk,info@market.eg,Electronics,2884.0,8,23072.0,Refunded
2024-09-06,Yomna Soror,test.a@web.net,Home Decor,3252.0,10,32520.0,Pending
2024-03-05,Sara Ahmed,m.zaki@mail.com,Home Decor,622.0,7,4354.0,Pending
2024-11-21,Layla Mohamed,yomna.dev@email.com,Groceries,3488.0,3,10464.0,Refunded
2024-06-16,Huda Mansour,sales@hub.com,Groceries,1240.0,1,1240.0,Shipped
2024-04-07,Zainab Tarek,yomna.dev@email.com,Home Decor,4396.0,9,39564.0,Cancelled
2024-02-28,Ali Hassan,test.a@web.net,Groceries,4567.0,3,13701.0,Pending
2024-08-05,Mona Zaki,contact@service.org,Home Decor,4124.0,9,37116.0,Cancelled
2024-07-10,Yomna Soror,m.zaki@mail.com,Books,521.0,9,4689.0,Completed
2024-08-18,Mona Zaki,user1@mail.com,Clothing,4352.0,9,39168.0,Pending
2024-06-22,Huda Mansour,info@market.eg,Electronics,354.0,1,354.0,Completed
2024-08-27,Mona Zaki,admin@tech.io,Groceries,2854.0,4,11416.0,Completed
2024-02-28,Ahmed Ali,sales@hub.com,Home Decor,4387.0,4,17548.0,Refunded
2024-11-23,Marwan Khaled,m.zaki@mail.com,Office Supplies,1710.0,10,17100.0,Cancelled
2024-03-26,Ali Hassan,user1@mail.com,Books,253.0,3,759.0,Pending
2024-11-16,Yomna Soror,m.zaki@mail.com,Books,4125.0,1,4125.0,Pending
2024-03-15,Sara Ahmed,admin@tech.io,Electronics,3766.0,4,15064.0,Completed
2024-03-28,Ali Hassan,admin@tech.io,Clothing,1271.0,9,11439.0,Cancelled
2024-03-17,Zainab Tarek,yomna.dev@email.com,Electronics,2435.0,4,9740.0,Refunded
2024-03-06,Omar Farouk,sales@hub.com,Electronics,4262.0,2,8524.0,Refunded
2024-09-09,Omar Farouk,user1@mail.com,Office Supplies,4968.0,1,4968.0,Refunded
2024-07-02,Mona Zaki,yomna.dev@email.com,Clothing,2286.0,6,13716.0,Completed
2024-07-09,Zainab Tarek,test.a@web.net,Home Decor,4747.0,8,37976.0,Cancelled
2024-05-06,Sara Ahmed,yomna.dev@email.com,Groceries,3964.0,7,27748.0,Pending
2024-12-07,Zainab Tarek,contact@service.org,Clothing,4131.0,10,41310.0,Cancelled
2024-08-15,Sara Ahmed,m.zaki@mail.com,Groceries,142.0,10,1420.0,Cancelled
2024-06-12,Yomna Soror,yomna.dev@email.com,Home Decor,4278.0,3,12834.0,Shipped
2024-06-12,Sara Ahmed,yomna.dev@email.com,Home Decor,2190.0,3,6570.0,Completed
2024-06-22,Huda Mansour,m.zaki@mail.com,Electronics,2302.0,3,6906.0,Pending
2024-05-19,Yomna Soror,yomna.dev@email.com,Books,4091.0,2,8182.0,Pending
2024-06-12,Yomna Soror,admin@tech.io,Clothing,4736.0,6,28416.0,Pending
2024-08-15,Huda Mansour,user1@mail.com,Electronics,2141.0,7,14987.0,Cancelled
2024-09-09,Ahmed Ali,sales@hub.com,Home Decor,1630.0,8,13040.0,Shipped
2024-08-09,Layla Mohamed,contact@service.org,Home Decor,2335.0,8,18680.0,Completed
2024-01-01,Yomna Soror,admin@tech.io,Books,4600.0,8,36800.0,Shipped
2024-09-06,Omar Farouk,contact@service.org,Groceries,60.0,6,360.0,Shipped
2024-01-14,Marwan Khaled,info@market.eg,Groceries,1894.0,9,17046.0,Completed
2024-05-01,Yomna Soror,,Electronics,2752.0,8,22016.0,Completed
2024-01-03,Ahmed Ali,yomna.dev@email.com,Electronics,4922.0,4,19688.0,Cancelled
2024-06-19,Omar Farouk,sales@hub.com,Office Supplies,3164.0,10,31640.0,Cancelled
2024-10-11,Zainab Tarek,user1@mail.com,Home Decor,1866.0,5,9330.0,Pending
2024-12-28,Ali Hassan,m.zaki@mail.com,Groceries,4114.0,10,41140.0,Refunded
2024-07-10,Yomna Soror,user1@mail.com,Office Supplies,1029.0,1,1029.0,Pending
2024-11-21,Layla Mohamed,m.zaki@mail.com,Home Decor,1031.0,5,5155.0,Pending
2024-07-13,Ali Hassan,contact@service.org,Office Supplies,4826.0,9,43434.0,Shipped
2024-12-17,Yomna Soror,admin@tech.io,Books,2489.0,4,9956.0,Shipped
2024-12-02,Layla Mohamed,test.a@web.net,Groceries,3011.0,7,21077.0,Pending
2024-12-22,Ahmed Ali,info@market.eg,Electronics,283.0,9,2547.0,Refunded
2024-01-15,Huda Mansour,contact@service.org,Office Supplies,4453.0,8,35624.0,Refunded
2024-06-18,Sara Ahmed,yomna.dev@email.com,Electronics,4846.0,7,33922.0,Pending
2024-09-17,Omar Farouk,user1@mail.com,Books,4073.0,5,20365.0,Shipped
2024-10-02,Mona Zaki,test.a@web.net,Electronics,315.0,7,2205.0,Cancelled
2024-11-07,Yomna Soror,sales@hub.com,Office Supplies,1088.0,6,6528.0,Cancelled
2024-09-01,Sara Ahmed,test.a@web.net,Home Decor,4275.0,7,29925.0,Pending
2024-08-02,Ahmed Ali,sales@hub.com,Electronics,464.0,2,928.0,Shipped
2024-03-17,Huda Mansour,user1@mail.com,Groceries,845.0,1,845.0,Completed
2024-02-21,Zainab Tarek,sales@hub.com,Office Supplies,2584.0,1,2584.0,Shipped
2024-05-02,Zainab Tarek,admin@tech.io,Books,1446.0,8,11568.0,Shipped
2024-09-13,Sara Ahmed,contact@service.org,Books,1198.0,10,11980.0,Shipped
2024-02-23,Yomna Soror,contact@service.org,Groceries,2961.0,5,14805.0,Shipped
2024-06-27,Ali Hassan,test.a@web.net,Electronics,2450.0,1,2450.0,Shipped
2024-02-12,Omar Farouk,contact@service.org,Books,695.0,5,3475.0,Pending
2024-11-28,Layla Mohamed,admin@tech.io,Office Supplies,3824.0,3,11472.0,Cancelled
2024-02-20,Huda Mansour,test.a@web.net,Electronics,3371.0,10,33710.0,Shipped
2024-05-16,Omar Farouk,yomna.dev@email.com,Books,137.0,2,274.0,Refunded
2024-02-07,Ahmed Ali,info@market.eg,Office Supplies,2048.0,4,8192.0,Refunded
2024-06-07,Marwan Khaled,yomna.dev@email.com,Groceries,4714.0,1,4714.0,Completed
2024-06-11,Omar Farouk,yomna.dev@email.com,Clothing,4390.0,2,8780.0,Refunded
2024-12-13,Mona Zaki,m.zaki@mail.com,Groceries,602.0,3,1806.0,Shipped
2024-09-15,Marwan Khaled,yomna.dev@email.com,Clothing,1826.0,2,3652.0,Cancelled
2024-09-09,Huda Mansour,sales@hub.com,Groceries,1518.0,1,1518.0,Pending
2024-11-13,Mona Zaki,admin@tech.io,Groceries,2362.0,10,23620.0,Completed
2024-03-15,Zainab Tarek,admin@tech.io,Home Decor,159.0,4,636.0,Completed
2024-01-01,Ali Hassan,admin@tech.io,Books,2961.0,8,23688.0,Cancelled
2024-11-24,Yomna Soror,test.a@web.net,Office Supplies,728.0,1,728.0,Shipped
2024-02-02,Huda Mansour,,Books,3263.0,2,6526.0,Completed
2024-07-23,Zainab Tarek,user1@mail.com,Office Supplies,1757.0,2,3514.0,Completed
2024-04-03,Marwan Khaled,test.a@web.net,Clothing,3283.0,7,22981.0,Completed
2024-04-25,Yomna Soror,m.zaki@mail.com,Clothing,2047.0,1,2047.0,Refunded
2024-12-07,Ahmed Ali,m.zaki@mail.com,Books,189.0,4,756.0,Cancelled
2024-04-21,Mona Zaki,test.a@web.net,Electronics,2659.0,10,26590.0,Shipped
2024-10-21,Sara Ahmed,,Groceries,4602.0,7,32214.0,Pending
2024-08-20,Marwan Khaled,info@market.eg,Clothing,378.0,9,3402.0,Shipped
2024-09-13,Marwan Khaled,admin@tech.io,Groceries,2723.0,9,24507.0,Pending
2024-07-17,Sara Ahmed,user1@mail.com,Books,4186.0,2,8372.0,Completed
2024-03-24,Zainab Tarek,sales@hub.com,Office Supplies,2424.0,4,9696.0,Cancelled
2024-08-16,Mona Zaki,sales@hub.com,Office Supplies,2736.0,5,13680.0,Refunded
2024-05-25,Marwan Khaled,admin@tech.io,Clothing,838.0,4,3352.0,Shipped
2024-03-09,Ali Hassan,m.zaki@mail.com,Home Decor,4852.0,4,19408.0,Refunded
2024-10-24,Omar Farouk,info@market.eg,Home Decor,463.0,8,3704.0,Completed
2024-01-22,Omar Farouk,info@market.eg,Clothing,317.0,3,951.0,Shipped
2024-12-15,Zainab Tarek,info@market.eg,Books,687.0,3,2061.0,Cancelled
2024-02-13,Sara Ahmed,m.zaki@mail.com,Books,1748.0,6,10488.0,Shipped
2024-10-19,Mona Zaki,sales@hub.com,Clothing,4214.0,7,29498.0,Pending
2024-05-21,Ali Hassan,user1@mail.com,Books,2304.0,8,18432.0,Shipped
2024-09-12,Zainab Tarek,m.zaki@mail.com,Electronics,3060.0,4,12240.0,Shipped
2024-10-15,Omar Farouk,admin@tech.io,Home Decor,2894.0,6,17364.0,Cancelled
2024-08-17,Layla Mohamed,user1@mail.com,Home Decor,1809.0,1,1809.0,Refunded
2024-12-03,Mona Zaki,info@market.eg,Electronics,1082.0,1,1082.0,Refunded
2024-08-16,Sara Ahmed,info@market.eg,Electronics,4413.0,5,22065.0,Refunded
2024-09-10,Mona Zaki,test.a@web.net,Home Decor,2862.0,9,25758.0,Cancelled
2024-06-12,Ali Hassan,yomna.dev@email.com,Groceries,1381.0,4,5524.0,Refunded
2024-11-08,Layla Mohamed,yomna.dev@email.com,Books,4495.0,5,22475.0,Cancelled
2024-05-27,Mona Zaki,user1@mail.com,Groceries,3961.0,5,19805.0,Pending
2024-07-05,Omar Farouk,contact@service.org,Office Supplies,4162.0,8,33296.0,Refunded
2024-08-20,Ahmed Ali,m.zaki@mail.com,Office Supplies,2304.0,10,23040.0,Cancelled
2024-12-13,Huda Mansour,sales@hub.com,Electronics,4175.0,2,8350.0,Shipped
2024-07-19,Ali Hassan,sales@hub.com,Groceries,1063.0,2,2126.0,Pending
2024-04-24,Sara Ahmed,sales@hub.com,Office Supplies,146.0,10,1460.0,Refunded
2024-09-11,Huda Mansour,yomna.dev@email.com,Clothing,2021.0,4,8084.0,Shipped
2024-03-05,Mona Zaki,sales@hub.com,Books,1507.0,9,13563.0,Cancelled
2024-09-06,Layla Mohamed,yomna.dev@email.com,Books,3371.0,7,23597.0,Completed
2024-05-22,Yomna Soror,m.zaki@mail.com,Clothing,3918.0,9,35262.0,Shipped
2024-05-08,Yomna Soror,yomna.dev@email.com,Home Decor,2330.0,1,2330.0,Cancelled
2024-02-02,Zainab Tarek,info@market.eg,Books,1857.0,10,18570.0,Pending
2024-12-03,Yomna Soror,test.a@web.net,Electronics,4394.0,7,30758.0,Cancelled
2024-02-04,Zainab Tarek,yomna.dev@email.com,Books,1552.0,3,4656.0,Refunded
2024-02-13,Mona Zaki,sales@hub.com,Books,3914.0,6,23484.0,Cancelled
2024-08-19,Yomna Soror,user1@mail.com,Clothing,3558.0,5,17790.0,Pending
2024-05-24,Huda Mansour,yomna.dev@email.com,Books,2140.0,7,14980.0,Cancelled
2024-04-12,Yomna Soror,user1@mail.com,Clothing,4212.0,2,8424.0,Cancelled
2024-11-14,Mona Zaki,m.zaki@mail.com,Home Decor,197.0,5,985.0,Completed
2024-11-28,Marwan Khaled,test.a@web.net,Groceries,4057.0,5,20285.0,Completed
2024-10-16,Yomna Soror,sales@hub.com,Home Decor,2101.0,1,2101.0,Shipped
2024-01-01,Layla Mohamed,yomna.dev@email.com,Home Decor,4473.0,10,44730.0,Refunded
2024-03-27,Huda Mansour,info@market.eg,Groceries,4872.0,7,34104.0,Refunded
2024-08-03,Sara Ahmed,user1@mail.com,Office Supplies,3633.0,2,7266.0,Pending
2024-10-25,Huda Mansour,m.zaki@mail.com,Electronics,2624.0,8,20992.0,Pending
2024-02-10,Huda Mansour,contact@service.org,Groceries,1807.0,6,10842.0,Completed
2024-09-21,Layla Mohamed,contact@service.org,Office Supplies,3871.0,6,23226.0,Refunded
2024-02-28,Ali Hassan,test.a@web.net,Electronics,4906.0,9,44154.0,Pending
2024-05-17,Ahmed Ali,m.zaki@mail.com,Books,3904.0,4,15616.0,Shipped
2024-05-24,Layla Mohamed,user1@mail.com,Groceries,1392.0,2,2784.0,Cancelled
2024-07-09,Ali Hassan,yomna.dev@email.com,Groceries,2660.0,5,13300.0,Cancelled
2024-10-24,Huda Mansour,test.a@web.net,Office Supplies,3450.0,6,20700.0,Refunded
2024-10-11,Ali Hassan,user1@mail.com,Clothing,2576.0,6,15456.0,Shipped
2024-11-04,Sara Ahmed,sales@hub.com,Electronics,2560.0,6,15360.0,Pending
2024-12-08,Zainab Tarek,test.a@web.net,Groceries,3105.0,3,9315.0,Refunded
2024-07-26,Yomna Soror,user1@mail.com,Clothing,4782.0,10,47820.0,Refunded
2024-08-13,Marwan Khaled,admin@tech.io,Office Supplies,2309.0,4,9236.0,Completed
2024-06-22,Huda Mansour,yomna.dev@email.com,Home Decor,4976.0,9,44784.0,Cancelled
2024-04-07,Marwan Khaled,contact@service.org,Home Decor,1090.0,10,10900.0,Pending
2024-12-15,Layla Mohamed,m.zaki@mail.com,Clothing,2046.0,6,12276.0,Pending
2024-06-09,Yomna Soror,yomna.dev@email.com,Electronics,2959.0,3,8877.0,Shipped
2024-11-23,Yomna Soror,admin@tech.io,Electronics,266.0,10,2660.0,Refunded
2024-02-11,Huda Mansour,test.a@web.net,Electronics,2728.0,5,13640.0,Shipped
2024-11-14,Huda Mansour,sales@hub.com,Clothing,1091.0,5,5455.0,Refunded
2024-03-02,Zainab Tarek,admin@tech.io,Clothing,1026.0,10,10260.0,Completed
2024-03-23,Ali Hassan,admin@tech.io,Electronics,2756.0,5,13780.0,Shipped
2024-12-24,Ahmed Ali,test.a@web.net,Groceries,4483.0,6,26898.0,Pending
2024-03-01,Ahmed Ali,info@market.eg,Groceries,2351.0,6,14106.0,Shipped
2024-10-05,Mona Zaki,info@market.eg,Books,4117.0,9,37053.0,Shipped
2024-12-10,Layla Mohamed,test.a@web.net,Office Supplies,4153.0,3,12459.0,Refunded
2024-08-17,Yomna Soror,contact@service.org,Groceries,2292.0,3,6876.0,Refunded
2024-02-07,Ahmed Ali,yomna.dev@email.com,Office Supplies,2089.0,8,16712.0,Completed
2024-04-26,Sara Ahmed,info@market.eg,Home Decor,4887.0,6,29322.0,Pending
2024-09-06,Zainab Tarek,user1@mail.com,Office Supplies,1280.0,5,6400.0,Cancelled
2024-11-15,Omar Farouk,sales@hub.com,Clothing,1204.0,3,3612.0,Refunded
2024-01-01,Mona Zaki,yomna.dev@email.com,Electronics,3522.0,5,17610.0,Completed
2024-01-07,Ali Hassan,user1@mail.com,Electronics,1504.0,7,10528.0,Completed
2024-06-02,Omar Farouk,user1@mail.com,Groceries,1917.0,8,15336.0,Shipped
2024-12-11,Mona Zaki,test.a@web.net,Books,624.0,2,1248.0,Pending
